Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor,Immediacy Index
31,ANNUAL REVIEW OF PLANT BIOLOGY,ANNU REV PLANT BIOL,23.46,4.478
32,Nature Photonics,NAT PHOTONICS,22.869,5.402
33,ANNUAL REVIEW OF PSYCHOLOGY,ANNU REV PSYCHOL,22.75,4.321
33,ANNUAL REVIEW OF PSYCHOLOGY,ANNU REV PSYCHOL,22.75,4.321
35,ANNUAL REVIEW OF PHARMACOLOGY AND TOXICOLOGY,ANNU REV PHARMACOL,22.468,7.053
36,IMMUNITY,IMMUNITY,20.589,4.836
37,CHEMICAL SOCIETY REVIEWS,CHEM SOC REV,20.086,5.314
38,ENDOCRINE REVIEWS,ENDOCR REV,19.761,1.893
39,ADVANCES IN PHYSICS,ADV PHYS,19.632,5.333
40,ANNUAL REVIEW OF CELL AND DEVELOPMENTAL BIOLOGY,ANNU REV CELL DEV BI,19.571,0.704
41,NATURE CELL BIOLOGY,NAT CELL BIOL,19.527,4.144
42,Annual Review of Biophysics,ANNU REV BIOPHYS,19.304,2.263
43,BEHAVIORAL AND BRAIN SCIENCES,BEHAV BRAIN SCI,19.045,3
43,BEHAVIORAL AND BRAIN SCIENCES,BEHAV BRAIN SCI,19.045,3
45,ANNUAL REVIEW OF BIOPHYSICS AND BIOMOLECULAR STRUCTURE,ANNU REV BIOPH BIOM,18.955,Not Available
46,ALDRICHIMICA ACTA,ALDRICHIM ACTA,18.688,0
47,ACCOUNTS OF CHEMICAL RESEARCH,ACCOUNTS CHEM RES,18.203,2.826
48,ANNUAL REVIEW OF PHYSIOLOGY,ANNU REV PHYSIOL,18.17,3.125
49,LANCET NEUROLOGY,LANCET NEUROL,18.126,4.578
50,JOURNAL OF CLINICAL ONCOLOGY,J CLIN ONCOL,17.793,3.964
51,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,PHYS REP,17.752,3.903
52,NATURE REVIEWS MICROBIOLOGY,NAT REV MICROBIOL,17.644,4.364
53,EPIDEMIOLOGIC REVIEWS,EPIDEMIOL REV,17.5,2.091
54,ANNUAL REVIEW OF PHYSICAL CHEMISTRY,ANNU REV PHYS CHEM,17.464,3
55,Cell Metabolism,CELL METAB,17.35,2.844
56,PHARMACOLOGICAL REVIEWS,PHARMACOL REV,17,1.5
57,NATURE METHODS,NAT METHODS,16.874,4.217
58,ANNALS OF INTERNAL MEDICINE,ANN INTERN MED,16.225,4.098
59,Nature Chemical Biology,NAT CHEM BIOL,16.058,3.472
60,PROGRESS IN MATERIALS SCIENCE,PROG MATER SCI,15.769,3.333
61,LANCET INFECTIOUS DISEASES,LANCET INFECT DIS,15.583,3.197
62,Nature Physics,NAT PHYS,15.491,4.952
63,JOURNAL OF CLINICAL INVESTIGATION,J CLIN INVEST,15.387,2.462
64,MOLECULAR PSYCHIATRY,MOL PSYCHIATR,15.049,3
65,CIRCULATION,CIRCULATION,14.816,2.514
66,CLINICAL MICROBIOLOGY REVIEWS,CLIN MICROBIOL REV,14.691,2.057
67,MOLECULAR CELL,MOL CELL,14.608,2.76
68,JOURNAL OF EXPERIMENTAL MEDICINE,J EXP MED,14.505,2.817
69,LANCET ONCOLOGY,LANCET ONCOL,14.47,3.901
70,NATURE NEUROSCIENCE,NAT NEUROSCI,14.345,3.106
71,CURRENT OPINION IN CELL BIOLOGY,CURR OPIN CELL BIOL,14.153,2.321
72,JOURNAL OF THE NATIONAL CANCER INSTITUTE,J NATL CANCER I,14.069,3.303
73,BRITISH MEDICAL JOURNAL,BRIT MED J,13.66,5.116
74,Annual Review of Pathology-Mechanisms of Disease,ANNU REV PATHOL-MECH,13.5,2.682
75,SURFACE SCIENCE REPORTS,SURF SCI REP,13.462,1.538
76,DEVELOPMENTAL CELL,DEV CELL,13.363,2.98
77,NEURON,NEURON,13.26,2.919
78,Nano Today,NANO TODAY,13.237,2.385
79,ANNUAL REVIEW OF GENETICS,ANNU REV GENET,13.235,0.417
80,PLOS MEDICINE,PLOS MED,13.05,3.468
81,Cell Host & Microbe,CELL HOST MICROBE,13.021,2.726
82,PLOS BIOLOGY,PLOS BIOL,12.916,2.692
83,GASTROENTEROLOGY,GASTROENTEROLOGY,12.899,2.528
84,PSYCHOLOGICAL BULLETIN,PSYCHOL BULL,12.854,2.024
84,PSYCHOLOGICAL BULLETIN,PSYCHOL BULL,12.854,2.024
86,ANNUAL REVIEW OF MICROBIOLOGY,ANNU REV MICROBIOL,12.804,1.034
87,TRENDS IN NEUROSCIENCES,TRENDS NEUROSCI,12.794,1.7
88,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,ASTROPHYS J SUPPL S,12.771,12.377
89,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,J AM COLL CARDIOL,12.64,2.669
90,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,MICROBIOL MOL BIOL R,12.585,1.267
91,DRUG RESISTANCE UPDATES,DRUG RESIST UPDATE,12.581,2
92,AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,12.522,3.177
92,AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,12.522,3.177
94,AMERICAN JOURNAL OF HUMAN GENETICS,AM J HUM GENET,12.303,1.435
95,NATURE STRUCTURAL & MOLECULAR BIOLOGY,NAT STRUCT MOL BIOL,12.273,3.561
96,ARCHIVES OF GENERAL PSYCHIATRY,ARCH GEN PSYCHIAT,12.257,1.352
96,ARCHIVES OF GENERAL PSYCHIATRY,ARCH GEN PSYCHIAT,12.257,1.352
98,MATERIALS SCIENCE & ENGINEERING R-REPORTS,MAT SCI ENG R,12.217,4.25
99,Molecular Systems Biology,MOL SYST BIOL,12.125,1.4
100,TRENDS IN CELL BIOLOGY,TRENDS CELL BIOL,12.115,1.795
101,GENES & DEVELOPMENT,GENE DEV,12.075,2.338
102,FRONTIERS IN NEUROENDOCRINOLOGY,FRONT NEUROENDOCRIN,12.048,2.259
103,ANNUAL REVIEW OF NUCLEAR AND PARTICLE SCIENCE,ANNU REV NUCL PART S,11.964,0.429
104,ADVANCED DRUG DELIVERY REVIEWS,ADV DRUG DELIVER REV,11.957,0.943
105,ASTRONOMY AND ASTROPHYSICS REVIEW,ASTRON ASTROPHYS REV,11.857,1.25
106,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,ANGEW CHEM INT EDIT,11.829,2.695
107,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,BBA-REV CANCER,11.685,0.744
108,TRENDS IN COGNITIVE SCIENCES,TRENDS COGN SCI,11.664,2.134
108,TRENDS IN COGNITIVE SCIENCES,TRENDS COGN SCI,11.664,2.134
110,TRENDS IN BIOCHEMICAL SCIENCES,TRENDS BIOCHEM SCI,11.572,1.481
111,ANNUAL REVIEW OF GENOMICS AND HUMAN GENETICS,ANNU REV GENOM HUM G,11.568,0.826
112,TRENDS IN ECOLOGY & EVOLUTION,TRENDS ECOL EVOL,11.564,2.487
113,Materials Today,MATER TODAY,11.452,0.51
114,REPORTS ON PROGRESS IN PHYSICS,REP PROG PHYS,11.444,2.667
115,GENOME RESEARCH,GENOME RES,11.342,2.691
116,ANNUAL REVIEW OF ENTOMOLOGY,ANNU REV ENTOMOL,11.271,3.625
117,ANNUAL REVIEW OF BIOMEDICAL ENGINEERING,ANNU REV BIOMED ENG,11.235,0.667
118,COORDINATION CHEMISTRY REVIEWS,COORDIN CHEM REV,11.225,2.702
119,ANNUAL REVIEW OF PHYTOPATHOLOGY,ANNU REV PHYTOPATHOL,11.212,1.111
120,TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,11.049,1.517
121,PROGRESS IN ENERGY AND COMBUSTION SCIENCE,PROG ENERG COMBUST,11.024,1.619
122,CURRENT BIOLOGY,CURR BIOL,10.992,2.19
123,CURRENT OPINION IN IMMUNOLOGY,CURR OPIN IMMUNOL,10.881,1.188
124,HEPATOLOGY,HEPATOLOGY,10.84,1.92
125,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,AM J RESP CRIT CARE,10.689,2.296
126,MASS SPECTROMETRY REVIEWS,MASS SPECTROM REV,10.623,2.775
127,Living Reviews in Relativity,LIVING REV RELATIV,10.6,5
128,BLOOD,BLOOD,10.555,2.209
129,CURRENT OPINION IN PLANT BIOLOGY,CURR OPIN PLANT BIOL,10.333,1.311
130,ECOLOGY LETTERS,ECOL LETT,10.318,2.338
131,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,CRIT REV BIOCHEM MOL,10.216,0.857
132,QUARTERLY REVIEWS OF BIOPHYSICS,Q REV BIOPHYS,10.2,1.286
133,IMMUNOLOGICAL REVIEWS,IMMUNOL REV,10.05,3.267
134,NANO LETTERS,NANO LETT,9.991,2.178
135,ANNUAL REVIEW OF MEDICINE,ANNU REV MED,9.94,2.556
136,TRENDS IN PLANT SCIENCE,TRENDS PLANT SCI,9.883,1.563
137,MOLECULAR BIOLOGY AND EVOLUTION,MOL BIOL EVOL,9.872,1.135
138,ARCHIVES OF INTERNAL MEDICINE,ARCH INTERN MED,9.813,2.65
139,EUROPEAN HEART JOURNAL,EUR HEART J,9.8,1.943
140,FEMS MICROBIOLOGY REVIEWS,FEMS MICROBIOL REV,9.783,2.345
141,Annual Review of Clinical Psychology,ANNU REV CLIN PSYCHO,9.613,1.2
141,Annual Review of Clinical Psychology,ANNU REV CLIN PSYCHO,9.613,1.2
143,JOURNAL OF CELL BIOLOGY,J CELL BIOL,9.575,2.134
144,PLoS Genetics,PLOS GENET,9.532,1.655
145,BRAIN,BRAIN,9.49,1.43
146,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,P NATL ACAD SCI USA,9.432,1.805
147,GUT,GUT,9.357,2.528
148,ANNUAL REVIEW OF FLUID MECHANICS,ANNU REV FLUID MECH,9.353,2.65
149,CANCER AND METASTASIS REVIEWS,CANCER METAST REV,9.345,0.032
150,CURRENT OPINION IN STRUCTURAL BIOLOGY,CURR OPIN STRUC BIOL,9.344,1.596
151,ANNALS OF NEUROLOGY,ANN NEUROL,9.317,1.747
152,PLANT CELL,PLANT CELL,9.293,1.485
153,PROGRESS IN CRYSTAL GROWTH AND CHARACTERIZATION OF MATERIALS,PROG CRYST GROWTH CH,9.25,0.6
154,CIRCULATION RESEARCH,CIRC RES,9.214,1.919
155,NATURAL PRODUCT REPORTS,NAT PROD REP,9.202,2
156,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,J ALLERGY CLIN IMMUN,9.165,1.884
157,SEMINARS IN IMMUNOLOGY,SEMIN IMMUNOL,9.155,1.311
158,PROGRESS IN NEUROBIOLOGY,PROG NEUROBIOL,9.14,1.051
159,PSYCHOLOGICAL REVIEW,PSYCHOL REV,9.082,0.65
159,PSYCHOLOGICAL REVIEW,PSYCHOL REV,9.082,0.65
161,TRENDS IN PHARMACOLOGICAL SCIENCES,TRENDS PHARMACOL SCI,9.064,1.821
162,EMBO JOURNAL,EMBO J,8.993,2.324
163,CURRENT OPINION IN GENETICS & DEVELOPMENT,CURR OPIN GENET DEV,8.987,0.864
164,PLoS Pathogens,PLOS PATHOG,8.978,1.705
165,BIOLOGICAL PSYCHIATRY,BIOL PSYCHIAT,8.926,1.592
166,PHARMACOLOGY & THERAPEUTICS,PHARMACOL THERAPEUT,8.897,1.37
167,MOLECULAR & CELLULAR PROTEOMICS,MOL CELL PROTEOMICS,8.791,1.365
168,ANNUAL REVIEW OF NUTRITION,ANNU REV NUTR,8.783,0.588
169,TRENDS IN IMMUNOLOGY,TRENDS IMMUNOL,8.768,1.534
170,TRENDS IN GENETICS,TRENDS GENET,8.689,1.649
171,MEDICINAL RESEARCH REVIEWS,MED RES REV,8.656,3.385
172,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,J AM CHEM SOC,8.58,1.608
173,DIABETES,DIABETES,8.505,1.86
174,Energy & Environmental Science,ENERG ENVIRON SCI,8.5,1.195
175,SYSTEMATIC BIOLOGY,SYST BIOL,8.48,0.94
176,ADVANCED MATERIALS,ADV MATER,8.379,1.737
177,LEUKEMIA,LEUKEMIA,8.296,2.288
178,CURRENT OPINION IN CHEMICAL BIOLOGY,CURR OPIN CHEM BIOL,8.295,1.125
179,BIOTECHNOLOGY ADVANCES,BIOTECHNOL ADV,8.25,0.951
180,CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,8.24,2.701
181,CLINICAL INFECTIOUS DISEASES,CLIN INFECT DIS,8.195,2.079
182,ANNUAL REVIEW OF ECOLOGY EVOLUTION AND SYSTEMATICS,ANNU REV ECOL EVOL S,8.19,0.182
183,NEUROLOGY,NEUROLOGY,8.172,1.705
184,PROGRESS IN LIPID RESEARCH,PROG LIPID RES,8.167,1.087
185,CELL RESEARCH,CELL RES,8.151,1.962
186,ANNALS OF THE RHEUMATIC DISEASES,ANN RHEUM DIS,8.111,2.189
187,Nature Geoscience,NAT GEOSCI,8.108,2.058
188,Nature Clinical Practice Oncology,NAT CLIN PRACT ONCOL,8.075,3.067
189,REVIEWS OF GEOPHYSICS,REV GEOPHYS,8.021,2.857
190,WHO Technical Report Series,WHO TECH REP SER,8,2
191,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,J PHOTOCH PHOTOBIO C,7.952,0.778
192,ANNUAL REVIEW OF PUBLIC HEALTH,ANNU REV PUBL HEALTH,7.915,1.429
192,ANNUAL REVIEW OF PUBLIC HEALTH,ANNU REV PUBL HEALTH,7.915,1.429
194,PROGRESS IN SURFACE SCIENCE,PROG SURF SCI,7.913,1.083
195,ANNUAL REVIEW OF MATERIALS RESEARCH,ANNU REV MATER RES,7.911,0.632
196,ANNALS OF SURGERY,ANN SURG,7.9,1.058
197,ACADEMY OF MANAGEMENT REVIEW,ACAD MANAGE REV,7.867,0.906
198,CURRENT OPINION IN MICROBIOLOGY,CURR OPIN MICROBIOL,7.866,1.309
199,CURRENT OPINION IN BIOTECHNOLOGY,CURR OPIN BIOTECH,7.82,0.533
200,JOURNAL OF HEPATOLOGY,J HEPATOL,7.818,2.559
201,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,NEUROSCI BIOBEHAV R,7.791,1.774
202,CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,CATAL REV,7.765,0.75
203,PROGRESS IN RETINAL AND EYE RESEARCH,PROG RETIN EYE RES,7.755,1.087
204,STEM CELLS,STEM CELLS,7.747,1.03
205,Advances in Immunology,ADV IMMUNOL,7.725,0.947
206,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,J AM SOC NEPHROL,7.689,2.105
207,ACM COMPUTING SURVEYS,ACM COMPUT SURV,7.667,0.842
207,EUROPEAN UROLOGY,EUR UROL,7.667,2.621
209,ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES,ANNU REV EARTH PL SC,7.581,1.217
209,ANTIOXIDANTS & REDOX SIGNALING,ANTIOXID REDOX SIGN,7.581,1.757
211,AGING CELL,AGING CELL,7.554,0.871
212,CURRENT PROBLEMS IN CANCER,CURR PROB CANCER,7.545,0.083
213,CANCER RESEARCH,CANCER RES,7.543,1.517
214,Perspectives on Psychological Science,PERSPECT PSYCHOL SCI,7.508,1.041
215,ACS Nano,ACS NANO,7.493,1.378
216,MOLECULAR INTERVENTIONS,MOL INTERV,7.48,0.917
217,NUCLEIC ACIDS RESEARCH,NUCLEIC ACIDS RES,7.479,2.03
218,SCHIZOPHRENIA BULLETIN,SCHIZOPHRENIA BULL,7.467,1.492
218,SCHIZOPHRENIA BULLETIN,SCHIZOPHRENIA BULL,7.467,1.492
220,ACTA PHYSICA SLOVACA,ACTA PHYS SLOVACA,7.455,0.4
221,REVIEWS IN MEDICAL VIROLOGY,REV MED VIROL,7.449,1
222,BRAIN RESEARCH REVIEWS,BRAIN RES REV,7.39,1.188
223,HUMAN MOLECULAR GENETICS,HUM MOL GENET,7.386,1.617
224,BIOMATERIALS,BIOMATERIALS,7.365,1.117
225,ASTROPHYSICAL JOURNAL,ASTROPHYS J,7.364,2.256
226,ARTHRITIS AND RHEUMATISM,ARTHRITIS RHEUM-US,7.332,1.123
227,BRIEFINGS IN BIOINFORMATICS,BRIEF BIOINFORM,7.329,1.109
228,PHYSICAL REVIEW LETTERS,PHYS REV LETT,7.328,2.104
229,OCEANOGRAPHY AND MARINE BIOLOGY,OCEANOGR MAR BIOL,7.312,0
230,CANADIAN MEDICAL ASSOCIATION JOURNAL,CAN MED ASSOC J,7.271,4.367
231,CURRENT OPINION IN PHARMACOLOGY,CURR OPIN PHARMACOL,7.259,0.664
232,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,ARTERIOSCL THROM VAS,7.235,1.176
233,JOURNAL OF AUTOIMMUNITY,J AUTOIMMUN,7.231,1.368
234,CURRENT OPINION IN NEUROBIOLOGY,CURR OPIN NEUROBIOL,7.211,0.402
235,DEVELOPMENT,DEVELOPMENT,7.194,1.522
236,BLOOD REVIEWS,BLOOD REV,7.185,0.697
237,JOURNAL OF NEUROSCIENCE,J NEUROSCI,7.178,1.067
238,ADVANCES IN ORGANOMETALLIC CHEMISTRY,ADV ORGANOMET CHEM,7.154,Not Available
239,ONCOGENE,ONCOGENE,7.135,1.086
240,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,MUTAT RES-REV MUTAT,7.097,1.606
241,CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,CRIT REV ENV SCI TEC,7.091,0.208
242,HUMAN REPRODUCTION UPDATE,HUM REPROD UPDATE,7.042,1.289
243,STROKE,STROKE,7.041,1.193
243,THORAX,THORAX,7.041,1.399
245,NEUROPSYCHOPHARMACOLOGY,NEUROPSYCHOPHARMACOL,6.993,1.65
246,ADVANCED FUNCTIONAL MATERIALS,ADV FUNCT MATER,6.99,1.208
247,CEREBRAL CORTEX,CEREB CORTEX,6.979,1.575
248,CLINICAL PHARMACOLOGY & THERAPEUTICS,CLIN PHARMACOL THER,6.961,2.239
249,PLANT JOURNAL,PLANT J,6.946,1.581
250,PHYSIOLOGY,PHYSIOLOGY,6.945,0.939
251,EARTH-SCIENCE REVIEWS,EARTH-SCI REV,6.942,1.196
252,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,FRONT ECOL ENVIRON,6.922,1.804
253,JOURNAL OF ECONOMIC LITERATURE,J ECON LIT,6.919,1
254,SEMINARS IN CANCER BIOLOGY,SEMIN CANCER BIOL,6.918,1.74
255,HEALTH TECHNOLOGY ASSESSMENT,HEALTH TECHNOL ASSES,6.91,0.736
256,TRENDS IN BIOTECHNOLOGY,TRENDS BIOTECHNOL,6.909,1.407
257,EMBO REPORTS,EMBO REP,6.907,1.799
258,TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,6.894,1.219
259,HUMAN MUTATION,HUM MUTAT,6.887,1.869
260,Autophagy,AUTOPHAGY,6.829,1.376
261,EMERGING INFECTIOUS DISEASES,EMERG INFECT DIS,6.794,1.304
262,CLINICAL CANCER RESEARCH,CLIN CANCER RES,6.747,1.223
263,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,PROG NUCL MAG RES SP,6.742,0.833
264,DIABETES CARE,DIABETES CARE,6.718,1.894
265,GASTROINTESTINAL ENDOSCOPY,GASTROINTEST ENDOSC,6.713,1.453
266,ONCOLOGIST,ONCOLOGIST,6.701,1.221
267,Nature Clinical Practice Endocrinology & Metabolism,NAT CLIN PRACT ENDOC,6.688,0.5
268,DRUG DISCOVERY TODAY,DRUG DISCOV TODAY,6.63,1.11
269,GENOME BIOLOGY,GENOME BIOL,6.626,1.075
270,BIOLOGICAL REVIEWS,BIOL REV,6.625,1
271,HYPERTENSION,HYPERTENSION,6.614,1.517
272,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,PERS SOC PSYCHOL REV,6.594,0.765
273,TRENDS IN ENDOCRINOLOGY AND METABOLISM,TRENDS ENDOCRIN MET,6.562,0.853
274,DIABETOLOGIA,DIABETOLOGIA,6.551,2.021
275,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,TRAC-TREND ANAL CHEM,6.546,0.575
276,AMERICAN PSYCHOLOGIST,AM PSYCHOL,6.537,1.562
277,CHEMISTRY & BIOLOGY,CHEM BIOL,6.523,1.459
278,JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,J COSMOL ASTROPART P,6.502,3.274
279,MOLECULAR ASPECTS OF MEDICINE,MOL ASPECTS MED,6.492,1.562
280,CYTOKINE & GROWTH FACTOR REVIEWS,CYTOKINE GROWTH F R,6.489,0.608
281,ACADEMY OF MANAGEMENT JOURNAL,ACAD MANAGE J,6.483,0.719
282,JOURNAL OF PATHOLOGY,J PATHOL,6.466,1.215
283,AMERICAN JOURNAL OF TRANSPLANTATION,AM J TRANSPLANT,6.433,1.031
284,JOURNAL OF NUCLEAR MEDICINE,J NUCL MED,6.424,1.044
285,Haematologica-The Hematology Journal,HAEMATOL-HEMATOL J,6.416,1.421
286,FASEB JOURNAL,FASEB J,6.401,1.327
287,ACTA NEUROPATHOLOGICA,ACTA NEUROPATHOL,6.397,1.983
287,ISME Journal,ISME J,6.397,1.191
289,ALLERGY,ALLERGY,6.38,1.366
290,CRITICAL CARE MEDICINE,CRIT CARE MED,6.373,2.04
291,AUTOIMMUNITY REVIEWS,AUTOIMMUN REV,6.368,1.376
292,Nature Clinical Practice Neurology,NAT CLIN PRACT NEURO,6.362,2.545
293,CHEST,CHEST,6.36,1.127
294,STUDIES IN MYCOLOGY,STUD MYCOL,6.349,2.909
295,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,SEMIN CELL DEV BIOL,6.342,0.878
296,RADIOLOGY,RADIOLOGY,6.341,0.91
297,Nature Protocols,NAT PROTOC,6.335,1.533
298,MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT,MONOGR SOC RES CHILD,6.333,0.667
299,MRS BULLETIN,MRS BULL,6.33,0.795
300,ARCHIVES OF NEUROLOGY,ARCH NEUROL-CHICAGO,6.312,1.23
301,AMERICAN JOURNAL OF CLINICAL NUTRITION,AM J CLIN NUTR,6.307,7.113
302,LAB ON A CHIP,LAB CHIP,6.306,1.017
303,CLINICAL CHEMISTRY,CLIN CHEM,6.263,2.066
304,HUMAN BRAIN MAPPING,HUM BRAIN MAPP,6.256,0.997
305,TRAFFIC,TRAFFIC,6.255,1.298
306,REVIEWS OF PHYSIOLOGY BIOCHEMISTRY AND PHARMACOLOGY,REV PHYSIOL BIOCH P,6.25,Not Available
307,MOLECULAR THERAPY,MOL THER,6.239,1.665
308,PLANT PHYSIOLOGY,PLANT PHYSIOL,6.235,1.349
309,Advances in Parasitology,ADV PARASIT,6.231,0.29
310,JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,J CLIN ENDOCR METAB,6.202,1.093
311,KIDNEY INTERNATIONAL,KIDNEY INT,6.193,1.693
312,ENVIRONMENTAL HEALTH PERSPECTIVES,ENVIRON HEALTH PERSP,6.191,1.201
313,HUMAN-COMPUTER INTERACTION,HUM-COMPUT INTERACT,6.19,0.9
314,Small,SMALL,6.171,1.147
315,JOURNAL OF CELL SCIENCE,J CELL SCI,6.144,1.251
316,CURRENT OPINION IN LIPIDOLOGY,CURR OPIN LIPIDOL,6.133,0.911
317,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,B AM METEOROL SOC,6.123,0.722
318,CELLULAR AND MOLECULAR LIFE SCIENCES,CELL MOL LIFE SCI,6.09,0.951
319,INTERNATIONAL REVIEW OF CYTOLOGY-A SURVEY OF CELL BIOLOGY,INT REV CYTOL,6.088,Not Available
320,ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY,ADV EXP SOC PSYCHOL,6.083,1.5
321,FREE RADICAL BIOLOGY AND MEDICINE,FREE RADICAL BIO MED,6.081,0.868
322,NEUROSCIENTIST,NEUROSCIENTIST,6.079,0.571
323,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,J THROMB HAEMOST,6.069,1.029
324,MOLECULAR AND CELLULAR BIOLOGY,MOL CELL BIOL,6.057,1.361
325,JOURNAL OF BONE AND MINERAL RESEARCH,J BONE MINER RES,6.043,1.177
326,NEW PHYTOLOGIST,NEW PHYTOL,6.033,1.468
327,JOURNAL OF HIGH ENERGY PHYSICS,J HIGH ENERGY PHYS,6.019,2.261
328,AMERICAN JOURNAL OF GASTROENTEROLOGY,AM J GASTROENTEROL,6.012,1.58
329,Cancer Prevention Research,CANCER PREV RES,6,1.479
330,Nanomedicine,NANOMEDICINE-UK,5.982,0.897
331,MOLECULAR BIOLOGY OF THE CELL,MOL BIOL CELL,5.979,1.459
332,BASIC RESEARCH IN CARDIOLOGY,BASIC RES CARDIOL,5.973,1.088
333,SLEEP MEDICINE REVIEWS,SLEEP MED REV,5.967,1.139
334,MOLECULAR ECOLOGY,MOL ECOL,5.96,0.986
335,JOURNAL OF CONTROLLED RELEASE,J CONTROL RELEASE,5.949,0.887
336,JOURNAL OF INTERNAL MEDICINE,J INTERN MED,5.942,1.448
337,NEUROBIOLOGY OF AGING,NEUROBIOL AGING,5.937,1.356
338,GLOBAL ECOLOGY AND BIOGEOGRAPHY,GLOBAL ECOL BIOGEOGR,5.913,0.742
